"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"144","Little guy has the flu. <U+0001F61F> https://t.co/74FjOkYFHq",FALSE,0,NA,2019-03-07 15:56:56,FALSE,NA,"1103685974943584257",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MattGlenesk",0,FALSE,FALSE,NA,NA
"145","“your mask is appropriating japanese culture”

sorry isabella i didn’t know only the japanese could have the fucking flu",FALSE,0,NA,2019-03-07 15:56:46,FALSE,NA,"1103685931163369472",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MARlS0L",0,FALSE,FALSE,NA,NA
"146","Why do I always wait until I’m near death to go the doctor. I’ve had the flu all week <U+0001F926><U+0001F3FC><U+200D><U+2640><U+FE0F>",FALSE,0,NA,2019-03-07 15:56:41,FALSE,NA,"1103685913484410880",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rachnolen",0,FALSE,FALSE,NA,NA
"147","You’re in college like did you expect everyone to cater to you? Idc if you’re drunk, high, pregnant, crippled, or s… https://t.co/ITqTjSgCXo",FALSE,0,"iamchristianam",2019-03-07 15:56:40,TRUE,"1103685908681969664","1103685909382393857","756334284147798016","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","iamchristianam",0,FALSE,FALSE,NA,NA
"149","@JustinBartels2 @AmandaGuerraTX The main stuff 
Strep 
Flu
Mono
Comes w fever 
Since we are not doctors we don’t kn… https://t.co/8sc2HiPZWr",FALSE,1,"JustinBartels2",2019-03-07 15:56:27,TRUE,"1103679520673095680","1103685854650875904","3308392734","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","jenmisstx",0,FALSE,FALSE,NA,NA
"152","@Jaclynhill As a swine flu survivor, I feel this",FALSE,0,"Jaclynhill",2019-03-07 15:56:05,FALSE,"1103681153834369025","1103685759209562118","369238299","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","soylawtte",0,FALSE,FALSE,NA,NA
"155","@Jaclynhill Oh girl.... I’m so sorry <U+0001F629> I got the flu AND strep and I HIGH key thought I was DYING!",FALSE,0,"Jaclynhill",2019-03-07 15:55:34,FALSE,"1103681153834369025","1103685630859587585","369238299","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CBass0711",0,FALSE,FALSE,NA,NA
"157","@Jaclynhill Grown up flu is so painful! Hope you feel better soon",FALSE,0,"Jaclynhill",2019-03-07 15:55:21,FALSE,"1103681153834369025","1103685575805202432","369238299","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mskatt09",0,FALSE,FALSE,NA,NA
"159","I hate I hate I hate the flu test, get that swab tf outta my nose",FALSE,2,NA,2019-03-07 15:55:15,FALSE,NA,"1103685552669372418",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","taylorisomm",1,FALSE,FALSE,NA,NA
"167","to give an example of what a pathetic sick person i am: came home with the flu, excited to cuddle with my dog, and… https://t.co/6WfdEpy3WP",FALSE,1,NA,2019-03-07 15:54:42,TRUE,NA,"1103685414395826178",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","haylington",0,FALSE,FALSE,NA,NA
"168","@AnnaEloyan1 @AdamSchiff @RepAdamSchiff @DarlaShine @POTUS The very old, very young and immunocompromised are vulnerable to flu",FALSE,0,"AnnaEloyan1",2019-03-07 15:54:36,FALSE,"1103684415463407617","1103685385874485254","490468276","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LCallenderCrowe",0,FALSE,FALSE,NA,NA
"169","sick with the flu <U+0001F940><U+0001F912>I feel like dying...",FALSE,0,NA,2019-03-07 15:54:33,FALSE,NA,"1103685373132193799",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MahaAlrogi",0,FALSE,FALSE,NA,NA
"170","@livefree523 @HamLibertarian People lose their fucking mind over the thought of someone contracting a disease that… https://t.co/N1UwXSsJR5",FALSE,0,"livefree523",2019-03-07 15:54:16,TRUE,"1103684690358210560","1103685303448018945","780503749123006464","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Anarchist_Rants",0,FALSE,FALSE,NA,NA
"172","@Mg_Raph @MEzulike @I_am_Bamidinho @lanitas_kitchen @Harri_Obi @thepamilerin All these influenza tweet self. Pls cc… https://t.co/1fIb03q0dB",FALSE,0,"Mg_Raph",2019-03-07 15:54:14,TRUE,"1103678179527585793","1103685296363728896","363594677","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dili_0",0,FALSE,FALSE,NA,NA
"173","Gee, what could possibly go wrong? https://t.co/4ANbse56UY",FALSE,0,NA,2019-03-07 15:54:14,FALSE,NA,"1103685295814324224",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","silverbough",0,FALSE,FALSE,NA,NA
"175","CAR members can save more this cold and flu season with Office Depot/OfficeMax!

 Help protect yourself and your st… https://t.co/GLyu7YaYCX",FALSE,0,NA,2019-03-07 15:54:07,TRUE,NA,"1103685265648963585",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","COREALTORS",0,FALSE,FALSE,NA,NA
"176","@markamerica @alllibertynews @RandPaul @justinamash Here's a ""blurb"":
https://t.co/hcdKlQrEGU",FALSE,0,"markamerica",2019-03-07 15:54:06,FALSE,"1103680399413297153","1103685259869204480","23194229","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ptkane",1,FALSE,FALSE,NA,NA
"178","Diet may be a key factor for Influenza A virus exposure in wild African mammals https://t.co/1ZaRwMNMEr",FALSE,0,NA,2019-03-07 15:54:04,FALSE,NA,"1103685252495654914",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","bobbyspencehair",0,FALSE,FALSE,NA,NA
"180","Do you wanna know why so many people are getting the flu? Because kids and parents are to scared to keep their kids… https://t.co/iDswzbpyBM",FALSE,0,NA,2019-03-07 15:53:52,TRUE,NA,"1103685204076650497",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","OliGrace24",0,FALSE,FALSE,NA,NA
"182","@HaadeaP @5odayja acha im a horrible example because i have the patience of a monk and mujhe tou keto flu bhi nahin… https://t.co/zGWfytP0YU",FALSE,1,"HaadeaP",2019-03-07 15:53:41,TRUE,"1103683407861682177","1103685157838561287","581481880","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","themaholupper",0,FALSE,FALSE,NA,NA
"183","@Jaclynhill That's why I get the flu shot every year. I swear by them.",FALSE,1,"Jaclynhill",2019-03-07 15:53:39,FALSE,"1103681153834369025","1103685149458227200","369238299","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","EckertStacy",0,FALSE,FALSE,NA,NA
"186","A 3-year-old Columbus boy has died from complications from the flu, the 4th flu-associated pediatric death in Ohio… https://t.co/ZEhttPBqbP",FALSE,0,"fox28columbus",2019-03-07 15:53:06,TRUE,"1103681195362127872","1103685011558055937","33529614","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","fox28columbus",0,FALSE,FALSE,NA,NA
"188","'Make sure you have your influenza vaccination in pregnancy,' wrote one of the study's authors. https://t.co/kgJWcKhaTh",FALSE,2,NA,2019-03-07 15:53:03,FALSE,NA,"1103684996420829184",NA,"<a href=""http://www.socialnewsdesk.com"" rel=""nofollow"">SocialNewsDesk</a>","WFSBnews",0,FALSE,FALSE,NA,NA
"193","I’ve never had the flu in my life and I’m pretty sure i have it, i got a ticket this morning, on my way to the stat… https://t.co/yy202Qp0fN",FALSE,1,NA,2019-03-07 15:52:18,TRUE,NA,"1103684807119245318",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mikahbaylee4",0,FALSE,FALSE,NA,NA
"194","@ChildHealthUSA Took care of a pregnant mom and toddler last week who both got Influenza in the El Paso detention c… https://t.co/nxe3agv8fF",FALSE,0,"ChildHealthUSA",2019-03-07 15:52:05,TRUE,"1103675930042658816","1103684755512590337","477485439","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i<U+039F>S</a>","grumpypedi",0,FALSE,FALSE,NA,NA
"196","@markamerica @alllibertynews @RandPaul @justinamash I'm sure he would have, had they been newsworthy.   Take a gand… https://t.co/8YFWZoVkr2",FALSE,1,"markamerica",2019-03-07 15:51:53,TRUE,"1103680399413297153","1103684704782434304","23194229","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ptkane",1,FALSE,FALSE,NA,NA
"201","@colonel_sponsz Correct. I'm glad you've heard already; I admit I wasn't looking forward to being the first to brea… https://t.co/1non6uFJEL",FALSE,0,"colonel_sponsz",2019-03-07 15:51:33,TRUE,"1103662895160877056","1103684619134820353","24529872","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RobertSBurton",0,FALSE,FALSE,NA,NA
"202","@iamnsamba That's perfectly ok dear, btw, have you run this week? I really need to run atleast 3 times a week, I on… https://t.co/cr9ardnh2P",FALSE,0,"iamnsamba",2019-03-07 15:51:30,TRUE,"1103684081093693446","1103684606702817281","909757466354864128","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bwalyaf2",0,FALSE,FALSE,NA,NA
"207","We are sad to announce that Science Night has been canceled
for tonight. The educational team at MOAS Daytona has t… https://t.co/Od5oKOskPs",FALSE,0,NA,2019-03-07 15:50:53,TRUE,NA,"1103684451266150400",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","readpattrockets",0,FALSE,FALSE,NA,NA
"208","You can get the Flu at anytime. It's not too late to get the vaccine now, #VaccinesWork #WhyIFightFlu https://t.co/h4MiM1ljDo",FALSE,1,NA,2019-03-07 15:50:52,FALSE,NA,"1103684446727872513",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HHSRegion5",0,FALSE,FALSE,NA,NA
"209","1) What did Fred Savage have?  Was it a cold?  Was it the flu?  Bubonic Plague?  We never find out.  Now, I know wh… https://t.co/GIRvItd4Fq",FALSE,0,"LvndrHppE",2019-03-07 15:50:51,TRUE,"1103683774498377728","1103684443959635968","15976496","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LvndrHppE",0,FALSE,FALSE,NA,NA
"210","Why @glennbeck would the government lie about autism? People can listen to Hollywood actors for their medical conce… https://t.co/52ZUIywTEr",FALSE,0,NA,2019-03-07 15:50:50,TRUE,NA,"1103684438553231362",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Ned_Griffin",0,FALSE,FALSE,NA,NA
"211","I’m that person who shows up to work with a cold/ flu! Lol oh but a migraine.. I’m staying my ass home!",FALSE,0,NA,2019-03-07 15:50:47,FALSE,NA,"1103684429015207936",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ymira_",0,FALSE,FALSE,NA,NA
"212","@0hmymandy Nope. It's the flu. Send help. Lmfoa",FALSE,0,"0hmymandy",2019-03-07 15:50:47,FALSE,"1103645495392698369","1103684427765506056","21467051","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MadBikerMax_",0,FALSE,FALSE,NA,NA
"213","So I got the flu <U+0001F622>",FALSE,0,NA,2019-03-07 15:50:47,FALSE,NA,"1103684427035611136",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","GoldieLovesU",0,FALSE,FALSE,NA,NA
"214","@LCallenderCrowe @AdamSchiff @RepAdamSchiff @DarlaShine @POTUS There are many debunked data how many die from flu.… https://t.co/jV4XZxjlB0",FALSE,0,"LCallenderCrowe",2019-03-07 15:50:44,TRUE,"1103683162662756353","1103684415463407617","3208698399","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AnnaEloyan1",0,FALSE,FALSE,NA,NA
"215","When SNC gets a cold, the Liberals get the flu.
Corruption is infectious and Trudeau wants to turn a blind eye.… https://t.co/qFcLZNdAc2",FALSE,0,NA,2019-03-07 15:50:43,TRUE,NA,"1103684411952750592",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","PNozhka",0,FALSE,FALSE,NA,NA
"216","A 3-year-old Columbus boy has died from complications from the flu, the 4th flu-associated pediatric death in Ohio… https://t.co/qz8wxqXgK3",FALSE,0,"wsyx6",2019-03-07 15:50:43,TRUE,"1103680865794736128","1103684409771913217","33517296","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","wsyx6",1,FALSE,FALSE,NA,NA
"219",".@TimesNow .@RShivshankar #Kashmir -is will be beaten as u'll appease muslims   &amp; TOTALLY ignore atrocities in… https://t.co/fn54lYk5YR",FALSE,0,NA,2019-03-07 15:50:25,TRUE,NA,"1103684333817126912",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AvantikaPruthi",0,FALSE,FALSE,NA,NA
"220","This cold/flu bug sucks. I'm wearing winter pajamas and wrapped up in bed with an extra blanket and the heating on… https://t.co/v2erY8uwrg",FALSE,0,NA,2019-03-07 15:50:25,TRUE,NA,"1103684333687197696",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","abigailrose_g",0,FALSE,FALSE,NA,NA
"221","Sambucol Cold &amp; Flu Products for Kids | #ColdAndFluSeason https://t.co/jdfHmrUvZd via @YouTube",FALSE,0,NA,2019-03-07 15:50:19,FALSE,NA,"1103684307535740929",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","KimMctyre",0,FALSE,FALSE,NA,NA
"222","i mardi grazed too hard and now i have the flu <U+0001F912> <U+0001F629>",FALSE,0,NA,2019-03-07 15:50:07,FALSE,NA,"1103684259557056514",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AnnaDupre2",0,FALSE,FALSE,NA,NA
"223","Flu Season Not Over Yet, Says CDC. Everyone Stay Vigilant https://t.co/s22bhkfSYp https://t.co/9U3jRxuCx6",FALSE,0,NA,2019-03-07 15:50:05,FALSE,NA,"1103684249272627200",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","SplitRockRehab",0,FALSE,FALSE,NA,NA
"227","Also, the flu is no joke. Make sure you and your kids are vaccinated.",FALSE,7,"DadBits",2019-03-07 15:49:43,FALSE,"1103682916062846977","1103684156792455171","959521742371938305","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DadBits",1,FALSE,FALSE,NA,NA
"228","Get used to me complaining until I feel better... 

Having influenza on top of being pregnant is like a whole new hell",FALSE,1,NA,2019-03-07 15:49:39,FALSE,NA,"1103684140585680899",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","keishaldencer",0,FALSE,FALSE,NA,NA
"230","this flu is about to make my grades turn to shit, i’ve missed 3 days already, I JUST WANNA GET BETTER",FALSE,1,NA,2019-03-07 15:49:34,FALSE,NA,"1103684120180412416",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Nina_Degard",0,FALSE,FALSE,NA,NA
"231","@MakeThisLookAwe In that case I shouldn't have gotten chicken pox or the flu. Either way I don't trust the new-age hipsters in the NW.",FALSE,1,"MakeThisLookAwe",2019-03-07 15:49:33,FALSE,"1103683304287424513","1103684118280196104","375007128","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ChronicTami",0,FALSE,FALSE,NA,NA
"236","@HamLibertarian Switch swine flu with measles.

The fear mongering is insane.",FALSE,2,"HamLibertarian",2019-03-07 15:49:13,FALSE,"1103484264631304193","1103684031303073792","912883345033371648","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Anarchist_Rants",0,FALSE,FALSE,NA,NA
"239","Advantages of working remotely: I don’t get the flu that’s being passed around the office. 

Instead I get my own l… https://t.co/s3iuObY3U5",FALSE,0,NA,2019-03-07 15:49:03,TRUE,NA,"1103683988730740736",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_p0pr0ck5_",0,FALSE,FALSE,NA,NA
"241","CPH and @FC_PublicHealth are reporting the first local flu-associated pediatric death of the flu season, a 3-year-o… https://t.co/0FVGSQYVBG",FALSE,1,NA,2019-03-07 15:48:41,TRUE,NA,"1103683900059074561",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","ColumbusHealth",3,FALSE,FALSE,NA,NA
"243","Like the flu sucks way more than you think, then you have infections and shit like possiblely perment hearing loss.… https://t.co/AhlZCVyrlN",FALSE,0,NA,2019-03-07 15:48:36,TRUE,NA,"1103683875383980032",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JPavlisich",0,FALSE,FALSE,NA,NA
"244","News article: Flu cases increase across San Diego County: https://t.co/wa6Ld9kuE9",FALSE,0,NA,2019-03-07 15:48:28,FALSE,NA,"1103683843331158016",NA,"<a href=""http://parkbench.com"" rel=""nofollow"">Parkbench.com</a>","RentalsSD",0,FALSE,FALSE,NA,NA
"245","Can you smoke with the flu?",FALSE,0,NA,2019-03-07 15:48:26,FALSE,NA,"1103683834070081536",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cranmarnier",0,FALSE,FALSE,NA,NA
"246","@cody_macc You’re prob gunna get the flu now, I haven’t gotten the flu since the last time I got the flu shot",FALSE,0,"cody_macc",2019-03-07 15:48:23,FALSE,"1103553132473114625","1103683822762242048","2294772944","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bricktop_UCV",0,FALSE,FALSE,NA,NA
"250","Literally watching two nerdy white boys CRANK to bird flu <U+0001F602><U+0001F602> I’m CRYING",FALSE,0,NA,2019-03-07 15:48:11,FALSE,NA,"1103683773894402051",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bbeloved___",0,FALSE,FALSE,NA,NA
"251","there really is a flu bug going around the office <U+0001F974> https://t.co/QgtOxe8qxB",FALSE,0,NA,2019-03-07 15:48:05,FALSE,NA,"1103683747621277696",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kvtglamm",0,FALSE,FALSE,NA,NA
"252","A great way to lose weight is to quit drinking then get the flu",FALSE,3,NA,2019-03-07 15:48:04,FALSE,NA,"1103683741992521729",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ChadEllwood",0,FALSE,FALSE,NA,NA
"259","fuck the flu <U+270B><U+0001F3FB>",FALSE,2,"xtikitaka",2019-03-07 15:47:49,FALSE,"1103683644571435008","1103683678599815169","1091466807893020672","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","xtikitaka",0,FALSE,FALSE,NA,NA
"260","She would have had pneumonia!!! All because the drs didn’t want to check anything on her and assumed it was the flu… https://t.co/R196t92sgb",FALSE,1,NA,2019-03-07 15:47:34,TRUE,NA,"1103683619455811589",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rachel_rios8",0,FALSE,FALSE,NA,NA
